4	100	256
4	100	108
4	100	56
4	100	56
4	100	49
4	200	52
4	200	50
4	200	50
4	200	49
4	200	54
4	300	68
4	300	56
4	300	56
4	300	51
4	300	63
4	400	59
4	400	54
4	400	53
4	400	54
4	400	53
4	500	57
4	500	55
4	500	54
4	500	55
4	500	55
4	600	57
4	600	64
4	600	97
4	600	123
4	600	69
4	700	69
4	700	53
4	700	48
4	700	73
4	700	47
4	800	46
4	800	48
4	800	46
4	800	45
4	800	45
4	900	44
4	900	52
4	900	48
4	900	46
4	900	48
4	1000	51
4	1000	47
4	1000	56
4	1000	182
4	1000	118
